185.0490	1011.6000
193.4690	4819.9900
197.2180	9342.4600
200.9720	16112.2000
204.2610	23627.4000
206.6180	32633.8000
208.9720	40142.1000
211.3330	50646.7000
213.2250	60398.7000
215.1210	71648.8000
217.4780	80655.3000
219.8340	88912.6000
223.1100	91184.3000
225.9020	85961.8000
227.7550	79234.1000
228.6650	68754.0000
230.5140	59779.1000
231.4290	51546.3000
232.8110	43316.9000
233.7300	36582.2000
235.1130	28352.9000
236.4960	20123.6000
238.8160	13399.4000
241.1390	7424.2600
246.2740	5215.5300
