-9.444440000000000e-2	1.011110000000000e+0
3.171530000000000e+0	7.555560000000000e-1
3.865970000000000e+0	6.444440000000000e-1
4.527080000000000e+0	5.666670000000000e-1
5.280790000000000e+0	5.074070000000001e-1
5.688190000000000e+0	4.888890000000000e-1
5.876390000000000e+0	4.777780000000000e-1
6.096990000000000e+0	4.481480000000000e-1
6.381480000000000e+0	3.962960000000000e-1
7.040280000000000e+0	3.555560000000000e-1
7.385650000000000e+0	3.296300000000000e-1
7.762960000000000e+0	2.925930000000000e-1
8.106019999999998e+0	3.037040000000000e-1
8.703010000000002e+0	2.518520000000000e-1
