4.450000000000000e+2	1.418890000000000e-2
4.500000000000000e+2	3.540380000000000e-1
4.550000000000000e+2	5.178130000000000e-1
4.600000000000000e+2	6.232710000000000e-1
4.650000000000000e+2	7.881700000000000e-1
4.700000000000000e+2	1.147880000000000e+0
4.750000000000000e+2	1.915430000000000e+0
4.800000000000000e+2	2.858430000000000e+0
4.850000000000000e+2	3.813230000000000e+0
4.900000000000000e+2	4.939250000000000e+0
4.950000000000000e+2	6.331310000000000e+0
5.000000000000000e+2	8.201599999999998e+0
5.050000000000000e+2	1.074130000000000e+1
5.100000000000000e+2	1.302500000000000e+1
5.150000000000000e+2	1.465880000000000e+1
5.200000000000000e+2	1.543100000000000e+1
5.250000000000000e+2	1.527730000000000e+1
5.300000000000000e+2	1.426990000000000e+1
5.350000000000000e+2	1.252940000000000e+1
5.400000000000000e+2	1.021190000000000e+1
5.450000000000000e+2	7.886830000000000e+0
5.500000000000000e+2	6.378960000000000e+0
5.550000000000000e+2	5.011340000000000e+0
5.600000000000000e+2	3.861050000000000e+0
5.650000000000000e+2	3.149840000000000e+0
5.700000000000000e+2	2.370760000000000e+0
5.750000000000000e+2	1.376170000000000e+0
5.800000000000000e+2	7.065660000000000e-1
5.850000000000000e+2	0.0000000000000000
5.900000000000000e+2	0.0000000000000000
5.950000000000000e+2	0.0000000000000000
	
	
	
	
	
	
	
	
	
	
	
	
	
	
