2.345770000000000e-1	7.142860000000000e+1
3.635940000000000e+0	3.571430100000000e+2
5.661120000000000e+0	2.238100000000000e+2
6.755810000000000e+0	5.571430000000000e+2
7.303150000000000e+0	7.238100000000000e+2
7.600280000000000e+0	8.142860000000000e+2
1.301120000000000e+1	9.619050000000000e+2
1.318320000000000e+1	1.014290000000000e+3
1.366800000000000e+1	1.161900000000000e+3
1.898510000000000e+1	1.280950000000000e+3
1.929780000000000e+1	1.376190000000000e+3
2.199550000000000e+1	1.447620000000000e+3
2.463050000000000e+1	1.500000000000000e+3
2.918130000000000e+1	1.385710000000000e+3
2.940030000000000e+1	1.452380000000000e+3
3.147240000000000e+1	1.333330000000000e+3
3.613260000000000e+1	1.252380000000000e+3
3.825160000000000e+1	1.147620000000000e+3
4.297440000000000e+1	1.085710000000000e+3
4.498400000000000e+1	9.476190000000000e+2
4.768160000000000e+1	1.019050000000000e+3
4.973810000000000e+1	8.952380000000000e+2
5.207600000000000e+1	8.571430000000000e+2
5.673630000000000e+1	7.761900000000000e+2
5.935570000000000e+1	8.238100000000000e+2
6.647900000000000e+1	7.428570000000000e+2
7.622180000000000e+1	7.095240000000000e+2
8.604270000000000e+1	7.000000000000000e+2
9.358820000000000e+1	7.476190000000000e+2
1.010870000000000e+2	7.809520000000000e+2
1.158810000000000e+2	7.857140000000000e+2
1.405110000000000e+2	7.857140000000000e+2
1.551800000000000e+2	7.523810000000000e+2
1.797170000000000e+2	7.238100000000000e+2
1.968490000000000e+2	6.904760000000000e+2
2.140280000000000e+2	6.714290000000000e+2
2.360540000000000e+2	6.285710000000000e+2
2.531860000000000e+2	5.952380000000001e+2
2.801700000000000e+2	5.619050000000000e+2
3.095860000000000e+2	5.190480000000000e+2
3.291810000000000e+2	4.857140000000000e+2
3.512550000000000e+2	4.571430000000000e+2
3.708810000000000e+2	4.333330000000000e+2
4.003440000000000e+2	4.047620000000000e+2
4.199390000000000e+2	3.714290000000000e+2
4.494020000000000e+2	3.428570000000000e+2
4.739390000000000e+2	3.142860000000000e+2
5.034480000000000e+2	3.000000000000000e+2
5.353900000000000e+2	2.761900000000000e+2
5.648680000000001e+2	2.523810000000000e+2
5.919310000000001e+2	2.428570000000000e+2
6.189770000000000e+2	2.285710000000000e+2
6.410979999999999e+2	2.142860000000000e+2
6.779970099999999e+2	2.000000000000000e+2
7.124480000000000e+2	1.904760000000000e+2
7.395110000000000e+2	1.809520000000000e+2
7.764410000000000e+2	1.761900000000000e+2
7.985770000000000e+2	1.666670000000000e+2
8.207290000000000e+2	1.619050000000000e+2
8.527330000000000e+2	1.571430000000000e+2
8.773320000000000e+2	1.476190000000000e+2
9.068890000000000e+2	1.476190000000000e+2
9.339820000000000e+2	1.476190000000000e+2
9.536550000000000e+2	1.380950000000000e+2
9.807330000000000e+2	1.333330000000000e+2
9.979900000000000e+2	1.380950000000000e+2
