2	16281
4	15839
6	15913
8	15893
10	16144
12	15859
14	15967
16	15782
18	15919
20	15580
22	15815
24	15574
26	15838
28	15673
30	16036
32	16919
34	17900
36	19199
38	20963
40	22897
42	25361
44	28595
46	32964
48	36975
50	42461
52	48307
54	55772
56	64243
58	74904
60	86930
62	100848
64	117385
66	136237
68	156993
70	181464
72	209646
74	239689
76	276866
78	315356
80	358437
82	404782
84	456444
86	509797
88	566940
90	628077
92	691629
94	753810
96	817846
98	885496
100	947419
102	1007886
104	1068029
106	1120389
108	1169531
110	1211140
112	1251974
114	1281213
116	1304254
118	1325358
120	1338455
122	1351079
124	1360255
126	1372219
128	1379695
130	1395104
132	1405976
134	1418686
136	1434830
138	1450769
140	1462487
142	1476933
144	1488477
146	1498397
148	1508624
150	1512757
152	1513117
154	1515898
156	1512112
158	1506655
160	1494243
162	1480819
164	1457905
166	1436574
168	1406660
170	1375778
172	1342845
174	1307899
176	1273397
178	1236449
180	1200670
182	1167875
184	1136207
186	1100531
188	1074268
190	1042352
192	1013857
194	987640
196	964112
198	937595
200	914825
202	889683
204	865551
206	848073
208	824066
210	803333
212	781982
214	759050
216	737935
218	716397
220	693455
222	673093
224	652139
226	632459
228	609612
230	588727
232	569359
234	547121
236	526815
238	509181
240	490662
242	470465
244	452716
246	435108
248	419366
250	401723
252	386781
254	373709
256	358957
258	346578
260	334240
262	322267
264	311791
266	301404
268	290611
270	281937
272	272191
274	264505
276	256429
278	247843
280	240542
282	232578
284	226519
286	219358
288	212115
290	205084
292	198702
294	193233
296	187565
298	181240
300	175990
302	169600
304	164940
306	160313
308	155140
310	151130
312	147407
314	143481
316	139613
318	136081
320	131836
322	128904
324	125574
326	121987
328	119523
330	117236
332	115217
334	111424
336	109748
338	107444
340	104486
342	102340
344	100159
346	97735
348	96052
350	93384
352	90989
354	88903
356	87435
358	84432
360	82089
362	80037
364	77766
366	75395
368	73692
370	71702
372	69441
374	67583
376	66819
378	64428
380	63300
382	61641
384	59521
386	58868
388	57436
390	56448
392	54840
394	53715
396	51969
398	50791
400	49032
402	47510
404	46327
406	44932
408	43028
410	41297
412	39544
414	37991
416	36223
418	34354
420	33164
422	31541
424	30170
426	28882
428	27435
430	26721
432	25497
434	24235
436	23361
438	22476
440	21493
442	20316
444	19700
446	18714
448	18148
450	17314
452	16250
454	15648
456	14814
458	14167
460	13317
462	12654
464	11975
466	11092
468	10409
470	10157
472	9385
474	8705
476	8300
478	7931
480	7417
482	7049
484	6406
486	6332
488	5994
490	5505
492	5564
494	5098
496	5123
498	4924
500	4716
