0.0000000000000000	3.259000000000000e+3	6.140000000000000e+2	1.863000000000000e+3	5.380000000000000e+2	3.270000000000000e+3	5.950000000000000e+2	4.267000000000000e+3	5.980000000000000e+2	5.167000000000000e+3	7.030000000000000e+2	9.000000000000000e+0	4.820000000000000e+2	1.866000000000000e+3	5.420000000000000e+2
1.300000000000000e-1	3.372000000000000e+3	6.170000000000000e+2	2.006000000000000e+3	5.270000000000000e+2	3.223000000000000e+3	6.060000000000000e+2	4.305000000000000e+3	6.340000000000000e+2	5.130000000000000e+3	6.420000000000000e+2	8.000000000000000e+0	4.440000000000000e+2	1.928000000000000e+3	5.760000000000000e+2
2.500000000000000e-1	3.379000000000000e+3	5.790000000000000e+2	1.868000000000000e+3	5.640000000000000e+2	3.175000000000000e+3	6.020000000000000e+2	4.202000000000000e+3	6.320000000000000e+2	4.933000000000000e+3	6.700000000000000e+2	1.600000000000000e+1	4.830000000000000e+2	1.904000000000000e+3	5.380000000000000e+2
3.800000000000000e-1	3.075000000000000e+3	6.290000000000000e+2	1.779000000000000e+3	5.270000000000000e+2	3.095000000000000e+3	6.020000000000000e+2	4.120000000000000e+3	6.080000000000000e+2	4.955000000000000e+3	6.560000000000000e+2	7.000000000000000e+0	4.860000000000000e+2	1.921000000000000e+3	5.450000000000000e+2
5.000000000000000e-1	3.237000000000000e+3	6.250000000000000e+2	1.790000000000000e+3	5.370000000000000e+2	3.132000000000000e+3	6.220000000000000e+2	3.899000000000000e+3	6.290000000000000e+2	4.799000000000000e+3	6.280000000000000e+2	1.300000000000000e+1	4.640000000000000e+2	1.848000000000000e+3	5.080000000000000e+2
6.300000000000000e-1	3.023000000000000e+3	6.090000000000000e+2	1.729000000000000e+3	5.200000000000000e+2	2.911000000000000e+3	5.520000000000000e+2	3.989000000000000e+3	5.670000000000000e+2	4.743000000000000e+3	6.340000000000000e+2	1.800000000000000e+1	4.450000000000000e+2	1.694000000000000e+3	4.940000000000000e+2
7.500000000000000e-1	2.969000000000000e+3	5.510000000000000e+2	1.662000000000000e+3	4.290000000000000e+2	2.924000000000000e+3	5.640000000000000e+2	3.906000000000000e+3	6.220000000000000e+2	4.611000000000000e+3	6.270000000000000e+2	1.200000000000000e+1	4.050000000000000e+2	1.700000000000000e+3	5.010000000000000e+2
8.800000000000000e-1	3.022000000000000e+3	5.570000000000000e+2	1.692000000000000e+3	5.550000000000000e+2	2.838000000000000e+3	5.450000000000000e+2	3.701000000000000e+3	5.480000000000000e+2	4.500000000000000e+3	5.900000000000000e+2	1.500000000000000e+1	4.040000000000000e+2	1.713000000000000e+3	5.110000000000000e+2
1.010000000000000e+0	2.941000000000000e+3	5.350000000000000e+2	1.614000000000000e+3	5.110000000000000e+2	2.712000000000000e+3	5.170000000000000e+2	3.723000000000000e+3	5.680000000000000e+2	4.423000000000000e+3	5.650000000000000e+2	1.600000000000000e+1	4.420000000000000e+2	1.662000000000000e+3	5.310000000000000e+2
1.130000000000000e+0	2.789000000000000e+3	5.860000000000000e+2	1.574000000000000e+3	4.620000000000000e+2	2.738000000000000e+3	4.610000000000000e+2	3.599000000000000e+3	5.670000000000000e+2	4.311000000000000e+3	5.910000000000000e+2	1.500000000000000e+1	3.780000000000000e+2	1.692000000000000e+3	4.540000000000000e+2
